PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age + Fare,Age + Parch,Age + SibSp,Fare + Parch,Fare + SibSp,Parch + SibSp,Age * Fare,Age * Parch,Age * SibSp,Fare * Parch,Fare * SibSp,Parch * SibSp
524,1,1,female,44.0,0,1,57.9792,C,101.97919999999999,45.0,44.0,58.9792,57.9792,1,2551.0848,44.0,0.0,57.9792,0.0,0
86,1,3,female,33.0,3,0,15.85,S,48.85,33.0,36.0,15.85,18.85,3,523.05,0.0,99.0,0.0,47.55,0
657,0,3,male,,0,0,7.8958,S,,,,7.8958,7.8958,0,,,,0.0,0.0,0
185,1,3,female,4.0,0,2,22.025,S,26.025,6.0,4.0,24.025,22.025,2,88.1,8.0,0.0,44.05,0.0,0
364,0,3,male,35.0,0,0,7.05,S,42.05,35.0,35.0,7.05,7.05,0,246.75,0.0,0.0,0.0,0.0,0
49,0,3,male,,2,0,21.6792,C,,,,21.6792,23.6792,2,,,,0.0,43.3584,0
705,0,3,male,26.0,1,0,7.8542,S,33.8542,26.0,27.0,7.8542,8.854199999999999,1,204.20919999999998,0.0,26.0,0.0,7.8542,0
396,0,3,male,22.0,0,0,7.7958,S,29.7958,22.0,22.0,7.7958,7.7958,0,171.5076,0.0,0.0,0.0,0.0,0
777,0,3,male,,0,0,7.75,Q,,,,7.75,7.75,0,,,,0.0,0.0,0
886,0,3,female,39.0,0,5,29.125,Q,68.125,44.0,39.0,34.125,29.125,5,1135.875,195.0,0.0,145.625,0.0,0
363,0,3,female,45.0,0,1,14.4542,C,59.4542,46.0,45.0,15.4542,14.4542,1,650.439,45.0,0.0,14.4542,0.0,0
670,1,1,female,,1,0,52.0,S,,,,52.0,53.0,1,,,,0.0,52.0,0
799,0,3,male,30.0,0,0,7.2292,C,37.2292,30.0,30.0,7.2292,7.2292,0,216.87599999999998,0.0,0.0,0.0,0.0,0
508,1,1,male,,0,0,26.55,S,,,,26.55,26.55,0,,,,0.0,0.0,0
493,0,1,male,55.0,0,0,30.5,S,85.5,55.0,55.0,30.5,30.5,0,1677.5,0.0,0.0,0.0,0.0,0
540,1,1,female,22.0,0,2,49.5,C,71.5,24.0,22.0,51.5,49.5,2,1089.0,44.0,0.0,99.0,0.0,0
850,1,1,female,,1,0,89.1042,C,,,,89.1042,90.1042,1,,,,0.0,89.1042,0
560,1,3,female,36.0,1,0,17.4,S,53.4,36.0,37.0,17.4,18.4,1,626.4,0.0,36.0,0.0,17.4,0
368,1,3,female,,0,0,7.2292,C,,,,7.2292,7.2292,0,,,,0.0,0.0,0
3,1,3,female,26.0,0,0,7.925,S,33.925,26.0,26.0,7.925,7.925,0,206.04999999999998,0.0,0.0,0.0,0.0,0
107,1,3,female,21.0,0,0,7.65,S,28.65,21.0,21.0,7.65,7.65,0,160.65,0.0,0.0,0.0,0.0,0
439,0,1,male,64.0,1,4,263.0,S,327.0,68.0,65.0,267.0,264.0,5,16832.0,256.0,64.0,1052.0,263.0,4
315,0,2,male,43.0,1,1,26.25,S,69.25,44.0,44.0,27.25,27.25,2,1128.75,43.0,43.0,26.25,26.25,1
724,0,2,male,50.0,0,0,13.0,S,63.0,50.0,50.0,13.0,13.0,0,650.0,0.0,0.0,0.0,0.0,0
605,1,1,male,35.0,0,0,26.55,C,61.55,35.0,35.0,26.55,26.55,0,929.25,0.0,0.0,0.0,0.0,0
108,1,3,male,,0,0,7.775,S,,,,7.775,7.775,0,,,,0.0,0.0,0
853,0,3,female,9.0,1,1,15.2458,C,24.2458,10.0,10.0,16.2458,16.2458,2,137.2122,9.0,9.0,15.2458,15.2458,1
656,0,2,male,24.0,2,0,73.5,S,97.5,24.0,26.0,73.5,75.5,2,1764.0,0.0,48.0,0.0,147.0,0
155,0,3,male,,0,0,7.3125,S,,,,7.3125,7.3125,0,,,,0.0,0.0,0
823,0,1,male,38.0,0,0,0.0,S,38.0,38.0,38.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
133,0,3,female,47.0,1,0,14.5,S,61.5,47.0,48.0,14.5,15.5,1,681.5,0.0,47.0,0.0,14.5,0
546,0,1,male,64.0,0,0,26.0,S,90.0,64.0,64.0,26.0,26.0,0,1664.0,0.0,0.0,0.0,0.0,0
142,1,3,female,22.0,0,0,7.75,S,29.75,22.0,22.0,7.75,7.75,0,170.5,0.0,0.0,0.0,0.0,0
171,0,1,male,61.0,0,0,33.5,S,94.5,61.0,61.0,33.5,33.5,0,2043.5,0.0,0.0,0.0,0.0,0
844,0,3,male,34.5,0,0,6.4375,C,40.9375,34.5,34.5,6.4375,6.4375,0,222.09375,0.0,0.0,0.0,0.0,0
483,0,3,male,50.0,0,0,8.05,S,58.05,50.0,50.0,8.05,8.05,0,402.50000000000006,0.0,0.0,0.0,0.0,0
394,1,1,female,23.0,1,0,113.275,C,136.275,23.0,24.0,113.275,114.275,1,2605.3250000000003,0.0,23.0,0.0,113.275,0
297,0,3,male,23.5,0,0,7.2292,C,30.7292,23.5,23.5,7.2292,7.2292,0,169.8862,0.0,0.0,0.0,0.0,0
577,1,2,female,34.0,0,0,13.0,S,47.0,34.0,34.0,13.0,13.0,0,442.0,0.0,0.0,0.0,0.0,0
18,1,2,male,,0,0,13.0,S,,,,13.0,13.0,0,,,,0.0,0.0,0
517,1,2,female,34.0,0,0,10.5,S,44.5,34.0,34.0,10.5,10.5,0,357.0,0.0,0.0,0.0,0.0,0
874,0,3,male,47.0,0,0,9.0,S,56.0,47.0,47.0,9.0,9.0,0,423.0,0.0,0.0,0.0,0.0,0
306,1,1,male,0.92,1,2,151.55,S,152.47,2.92,1.92,153.55,152.55,3,139.42600000000002,1.84,0.92,303.1,151.55,2
326,1,1,female,36.0,0,0,135.6333,C,171.6333,36.0,36.0,135.6333,135.6333,0,4882.7988,0.0,0.0,0.0,0.0,0
163,0,3,male,26.0,0,0,7.775,S,33.775,26.0,26.0,7.775,7.775,0,202.15,0.0,0.0,0.0,0.0,0
186,0,1,male,,0,0,50.0,S,,,,50.0,50.0,0,,,,0.0,0.0,0
125,0,1,male,54.0,0,1,77.2875,S,131.2875,55.0,54.0,78.2875,77.2875,1,4173.525,54.0,0.0,77.2875,0.0,0
663,0,1,male,47.0,0,0,25.5875,S,72.5875,47.0,47.0,25.5875,25.5875,0,1202.6125,0.0,0.0,0.0,0.0,0
537,0,1,male,45.0,0,0,26.55,S,71.55,45.0,45.0,26.55,26.55,0,1194.75,0.0,0.0,0.0,0.0,0
226,0,3,male,22.0,0,0,9.35,S,31.35,22.0,22.0,9.35,9.35,0,205.7,0.0,0.0,0.0,0.0,0
881,1,2,female,25.0,0,1,26.0,S,51.0,26.0,25.0,27.0,26.0,1,650.0,25.0,0.0,26.0,0.0,0
286,0,3,male,33.0,0,0,8.6625,C,41.6625,33.0,33.0,8.6625,8.6625,0,285.8625,0.0,0.0,0.0,0.0,0
119,0,1,male,24.0,0,1,247.5208,C,271.5208,25.0,24.0,248.5208,247.5208,1,5940.4992,24.0,0.0,247.5208,0.0,0
443,0,3,male,25.0,1,0,7.775,S,32.775,25.0,26.0,7.775,8.775,1,194.375,0.0,25.0,0.0,7.775,0
33,1,3,female,,0,0,7.75,Q,,,,7.75,7.75,0,,,,0.0,0.0,0
255,0,3,female,41.0,0,2,20.2125,S,61.2125,43.0,41.0,22.2125,20.2125,2,828.7125,82.0,0.0,40.425,0.0,0
673,0,2,male,70.0,0,0,10.5,S,80.5,70.0,70.0,10.5,10.5,0,735.0,0.0,0.0,0.0,0.0,0
189,0,3,male,40.0,1,1,15.5,Q,55.5,41.0,41.0,16.5,16.5,2,620.0,40.0,40.0,15.5,15.5,1
22,1,2,male,34.0,0,0,13.0,S,47.0,34.0,34.0,13.0,13.0,0,442.0,0.0,0.0,0.0,0.0,0
677,0,3,male,24.5,0,0,8.05,S,32.55,24.5,24.5,8.05,8.05,0,197.22500000000002,0.0,0.0,0.0,0.0,0
131,0,3,male,33.0,0,0,7.8958,C,40.8958,33.0,33.0,7.8958,7.8958,0,260.5614,0.0,0.0,0.0,0.0,0
254,0,3,male,30.0,1,0,16.1,S,46.1,30.0,31.0,16.1,17.1,1,483.00000000000006,0.0,30.0,0.0,16.1,0
431,1,1,male,28.0,0,0,26.55,S,54.55,28.0,28.0,26.55,26.55,0,743.4,0.0,0.0,0.0,0.0,0
331,1,3,female,,2,0,23.25,Q,,,,23.25,25.25,2,,,,0.0,46.5,0
568,0,3,female,29.0,0,4,21.075,S,50.075,33.0,29.0,25.075,21.075,4,611.175,116.0,0.0,84.3,0.0,0
516,0,1,male,47.0,0,0,34.0208,S,81.02080000000001,47.0,47.0,34.0208,34.0208,0,1598.9776000000002,0.0,0.0,0.0,0.0,0
518,0,3,male,,0,0,24.15,Q,,,,24.15,24.15,0,,,,0.0,0.0,0
571,1,2,male,62.0,0,0,10.5,S,72.5,62.0,62.0,10.5,10.5,0,651.0,0.0,0.0,0.0,0.0,0
536,1,2,female,7.0,0,2,26.25,S,33.25,9.0,7.0,28.25,26.25,2,183.75,14.0,0.0,52.5,0.0,0
587,0,2,male,47.0,0,0,15.0,S,62.0,47.0,47.0,15.0,15.0,0,705.0,0.0,0.0,0.0,0.0,0
247,0,3,female,25.0,0,0,7.775,S,32.775,25.0,25.0,7.775,7.775,0,194.375,0.0,0.0,0.0,0.0,0
565,0,3,female,,0,0,8.05,S,,,,8.05,8.05,0,,,,0.0,0.0,0
707,1,2,female,45.0,0,0,13.5,S,58.5,45.0,45.0,13.5,13.5,0,607.5,0.0,0.0,0.0,0.0,0
702,1,1,male,35.0,0,0,26.2875,S,61.2875,35.0,35.0,26.2875,26.2875,0,920.0625,0.0,0.0,0.0,0.0,0
416,0,3,female,,0,0,8.05,S,,,,8.05,8.05,0,,,,0.0,0.0,0
774,0,3,male,,0,0,7.225,C,,,,7.225,7.225,0,,,,0.0,0.0,0
272,1,3,male,25.0,0,0,0.0,S,25.0,25.0,25.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
216,1,1,female,31.0,1,0,113.275,C,144.275,31.0,32.0,113.275,114.275,1,3511.525,0.0,31.0,0.0,113.275,0
773,0,2,female,57.0,0,0,10.5,S,67.5,57.0,57.0,10.5,10.5,0,598.5,0.0,0.0,0.0,0.0,0
499,0,1,female,25.0,1,2,151.55,S,176.55,27.0,26.0,153.55,152.55,3,3788.7500000000005,50.0,25.0,303.1,151.55,2
252,0,3,female,29.0,1,1,10.4625,S,39.4625,30.0,30.0,11.4625,11.4625,2,303.4125,29.0,29.0,10.4625,10.4625,1
720,0,3,male,33.0,0,0,7.775,S,40.775,33.0,33.0,7.775,7.775,0,256.575,0.0,0.0,0.0,0.0,0
590,0,3,male,,0,0,8.05,S,,,,8.05,8.05,0,,,,0.0,0.0,0
78,0,3,male,,0,0,8.05,S,,,,8.05,8.05,0,,,,0.0,0.0,0
249,1,1,male,37.0,1,1,52.5542,S,89.55420000000001,38.0,38.0,53.5542,53.5542,2,1944.5054,37.0,37.0,52.5542,52.5542,1
510,1,3,male,26.0,0,0,56.4958,S,82.4958,26.0,26.0,56.4958,56.4958,0,1468.8908000000001,0.0,0.0,0.0,0.0,0
789,1,3,male,1.0,1,2,20.575,S,21.575,3.0,2.0,22.575,21.575,3,20.575,2.0,1.0,41.15,20.575,2
245,0,3,male,30.0,0,0,7.225,C,37.225,30.0,30.0,7.225,7.225,0,216.75,0.0,0.0,0.0,0.0,0
478,0,3,male,29.0,1,0,7.0458,S,36.0458,29.0,30.0,7.0458,8.0458,1,204.32819999999998,0.0,29.0,0.0,7.0458,0
169,0,1,male,,0,0,25.925,S,,,,25.925,25.925,0,,,,0.0,0.0,0
187,1,3,female,,1,0,15.5,Q,,,,15.5,16.5,1,,,,0.0,15.5,0
371,1,1,male,25.0,1,0,55.4417,C,80.4417,25.0,26.0,55.4417,56.4417,1,1386.0425,0.0,25.0,0.0,55.4417,0
217,1,3,female,27.0,0,0,7.925,S,34.925,27.0,27.0,7.925,7.925,0,213.975,0.0,0.0,0.0,0.0,0
765,0,3,male,16.0,0,0,7.775,S,23.775,16.0,16.0,7.775,7.775,0,124.4,0.0,0.0,0.0,0.0,0
97,0,1,male,71.0,0,0,34.6542,C,105.6542,71.0,71.0,34.6542,34.6542,0,2460.4482000000003,0.0,0.0,0.0,0.0,0
150,0,2,male,42.0,0,0,13.0,S,55.0,42.0,42.0,13.0,13.0,0,546.0,0.0,0.0,0.0,0.0,0
839,1,3,male,32.0,0,0,56.4958,S,88.4958,32.0,32.0,56.4958,56.4958,0,1807.8656,0.0,0.0,0.0,0.0,0
539,0,3,male,,0,0,14.5,S,,,,14.5,14.5,0,,,,0.0,0.0,0
611,0,3,female,39.0,1,5,31.275,S,70.275,44.0,40.0,36.275,32.275,6,1219.725,195.0,39.0,156.375,31.275,5
123,0,2,male,32.5,1,0,30.0708,C,62.5708,32.5,33.5,30.0708,31.0708,1,977.3009999999999,0.0,32.5,0.0,30.0708,0
615,0,3,male,35.0,0,0,8.05,S,43.05,35.0,35.0,8.05,8.05,0,281.75,0.0,0.0,0.0,0.0,0
152,1,1,female,22.0,1,0,66.6,S,88.6,22.0,23.0,66.6,67.6,1,1465.1999999999998,0.0,22.0,0.0,66.6,0
706,0,2,male,39.0,0,0,26.0,S,65.0,39.0,39.0,26.0,26.0,0,1014.0,0.0,0.0,0.0,0.0,0
127,0,3,male,,0,0,7.75,Q,,,,7.75,7.75,0,,,,0.0,0.0,0
872,1,1,female,47.0,1,1,52.5542,S,99.55420000000001,48.0,48.0,53.5542,53.5542,2,2470.0474,47.0,47.0,52.5542,52.5542,1
479,0,3,male,22.0,0,0,7.5208,S,29.5208,22.0,22.0,7.5208,7.5208,0,165.4576,0.0,0.0,0.0,0.0,0
301,1,3,female,,0,0,7.75,Q,,,,7.75,7.75,0,,,,0.0,0.0,0
90,0,3,male,24.0,0,0,8.05,S,32.05,24.0,24.0,8.05,8.05,0,193.20000000000002,0.0,0.0,0.0,0.0,0
270,1,1,female,35.0,0,0,135.6333,S,170.6333,35.0,35.0,135.6333,135.6333,0,4747.1655,0.0,0.0,0.0,0.0,0
502,0,3,female,21.0,0,0,7.75,Q,28.75,21.0,21.0,7.75,7.75,0,162.75,0.0,0.0,0.0,0.0,0
362,0,2,male,29.0,1,0,27.7208,C,56.7208,29.0,30.0,27.7208,28.7208,1,803.9032,0.0,29.0,0.0,27.7208,0
31,0,1,male,40.0,0,0,27.7208,C,67.7208,40.0,40.0,27.7208,27.7208,0,1108.832,0.0,0.0,0.0,0.0,0
277,0,3,female,45.0,0,0,7.75,S,52.75,45.0,45.0,7.75,7.75,0,348.75,0.0,0.0,0.0,0.0,0
812,0,3,male,39.0,0,0,24.15,S,63.15,39.0,39.0,24.15,24.15,0,941.8499999999999,0.0,0.0,0.0,0.0,0
466,0,3,male,38.0,0,0,7.05,S,45.05,38.0,38.0,7.05,7.05,0,267.9,0.0,0.0,0.0,0.0,0
168,0,3,female,45.0,1,4,27.9,S,72.9,49.0,46.0,31.9,28.9,5,1255.5,180.0,45.0,111.6,27.9,4
170,0,3,male,28.0,0,0,56.4958,S,84.4958,28.0,28.0,56.4958,56.4958,0,1581.8824,0.0,0.0,0.0,0.0,0
638,0,2,male,31.0,1,1,26.25,S,57.25,32.0,32.0,27.25,27.25,2,813.75,31.0,31.0,26.25,26.25,1
592,1,1,female,52.0,1,0,78.2667,C,130.26670000000001,52.0,53.0,78.2667,79.2667,1,4069.8684,0.0,52.0,0.0,78.2667,0
36,0,1,male,42.0,1,0,52.0,S,94.0,42.0,43.0,52.0,53.0,1,2184.0,0.0,42.0,0.0,52.0,0
634,0,1,male,,0,0,0.0,S,,,,0.0,0.0,0,,,,0.0,0.0,0
876,1,3,female,15.0,0,0,7.225,C,22.225,15.0,15.0,7.225,7.225,0,108.375,0.0,0.0,0.0,0.0,0
248,1,2,female,24.0,0,2,14.5,S,38.5,26.0,24.0,16.5,14.5,2,348.0,48.0,0.0,29.0,0.0,0
295,0,3,male,24.0,0,0,7.8958,S,31.8958,24.0,24.0,7.8958,7.8958,0,189.4992,0.0,0.0,0.0,0.0,0
340,0,1,male,45.0,0,0,35.5,S,80.5,45.0,45.0,35.5,35.5,0,1597.5,0.0,0.0,0.0,0.0,0
444,1,2,female,28.0,0,0,13.0,S,41.0,28.0,28.0,13.0,13.0,0,364.0,0.0,0.0,0.0,0.0,0
91,0,3,male,29.0,0,0,8.05,S,37.05,29.0,29.0,8.05,8.05,0,233.45000000000002,0.0,0.0,0.0,0.0,0
845,0,3,male,17.0,0,0,8.6625,S,25.6625,17.0,17.0,8.6625,8.6625,0,147.2625,0.0,0.0,0.0,0.0,0
828,1,2,male,1.0,0,2,37.0042,C,38.0042,3.0,1.0,39.0042,37.0042,2,37.0042,2.0,0.0,74.0084,0.0,0
376,1,1,female,,1,0,82.1708,C,,,,82.1708,83.1708,1,,,,0.0,82.1708,0
240,0,2,male,33.0,0,0,12.275,S,45.275,33.0,33.0,12.275,12.275,0,405.075,0.0,0.0,0.0,0.0,0
772,0,3,male,48.0,0,0,7.8542,S,55.8542,48.0,48.0,7.8542,7.8542,0,377.0016,0.0,0.0,0.0,0.0,0
871,0,3,male,26.0,0,0,7.8958,S,33.8958,26.0,26.0,7.8958,7.8958,0,205.29080000000002,0.0,0.0,0.0,0.0,0
356,0,3,male,28.0,0,0,9.5,S,37.5,28.0,28.0,9.5,9.5,0,266.0,0.0,0.0,0.0,0.0,0
34,0,2,male,66.0,0,0,10.5,S,76.5,66.0,66.0,10.5,10.5,0,693.0,0.0,0.0,0.0,0.0,0
522,0,3,male,22.0,0,0,7.8958,S,29.8958,22.0,22.0,7.8958,7.8958,0,173.7076,0.0,0.0,0.0,0.0,0
126,1,3,male,12.0,1,0,11.2417,C,23.2417,12.0,13.0,11.2417,12.2417,1,134.9004,0.0,12.0,0.0,11.2417,0
215,0,3,male,,1,0,7.75,Q,,,,7.75,8.75,1,,,,0.0,7.75,0
775,1,2,female,54.0,1,3,23.0,S,77.0,57.0,55.0,26.0,24.0,4,1242.0,162.0,54.0,69.0,23.0,3
405,0,3,female,20.0,0,0,8.6625,S,28.6625,20.0,20.0,8.6625,8.6625,0,173.25,0.0,0.0,0.0,0.0,0
122,0,3,male,,0,0,8.05,S,,,,8.05,8.05,0,,,,0.0,0.0,0
308,1,1,female,17.0,1,0,108.9,C,125.9,17.0,18.0,108.9,109.9,1,1851.3000000000002,0.0,17.0,0.0,108.9,0
535,0,3,female,30.0,0,0,8.6625,S,38.6625,30.0,30.0,8.6625,8.6625,0,259.875,0.0,0.0,0.0,0.0,0
559,1,1,female,39.0,1,1,79.65,S,118.65,40.0,40.0,80.65,80.65,2,3106.3500000000004,39.0,39.0,79.65,79.65,1
111,0,1,male,47.0,0,0,52.0,S,99.0,47.0,47.0,52.0,52.0,0,2444.0,0.0,0.0,0.0,0.0,0
549,0,3,male,33.0,1,1,20.525,S,53.525,34.0,34.0,21.525,21.525,2,677.3249999999999,33.0,33.0,20.525,20.525,1
865,0,2,male,24.0,0,0,13.0,S,37.0,24.0,24.0,13.0,13.0,0,312.0,0.0,0.0,0.0,0.0,0
330,1,1,female,16.0,0,1,57.9792,C,73.97919999999999,17.0,16.0,58.9792,57.9792,1,927.6672,16.0,0.0,57.9792,0.0,0
640,0,3,male,,1,0,16.1,S,,,,16.1,17.1,1,,,,0.0,16.1,0
745,1,3,male,31.0,0,0,7.925,S,38.925,31.0,31.0,7.925,7.925,0,245.67499999999998,0.0,0.0,0.0,0.0,0
827,0,3,male,,0,0,56.4958,S,,,,56.4958,56.4958,0,,,,0.0,0.0,0
55,0,1,male,65.0,0,1,61.9792,C,126.97919999999999,66.0,65.0,62.9792,61.9792,1,4028.648,65.0,0.0,61.9792,0.0,0
427,1,2,female,28.0,1,0,26.0,S,54.0,28.0,29.0,26.0,27.0,1,728.0,0.0,28.0,0.0,26.0,0
821,1,1,female,52.0,1,1,93.5,S,145.5,53.0,53.0,94.5,94.5,2,4862.0,52.0,52.0,93.5,93.5,1
694,0,3,male,25.0,0,0,7.225,C,32.225,25.0,25.0,7.225,7.225,0,180.625,0.0,0.0,0.0,0.0,0
649,0,3,male,,0,0,7.55,S,,,,7.55,7.55,0,,,,0.0,0.0,0
662,0,3,male,40.0,0,0,7.225,C,47.225,40.0,40.0,7.225,7.225,0,289.0,0.0,0.0,0.0,0.0,0
595,0,2,male,37.0,1,0,26.0,S,63.0,37.0,38.0,26.0,27.0,1,962.0,0.0,37.0,0.0,26.0,0
588,1,1,male,60.0,1,1,79.2,C,139.2,61.0,61.0,80.2,80.2,2,4752.0,60.0,60.0,79.2,79.2,1
813,0,2,male,35.0,0,0,10.5,S,45.5,35.0,35.0,10.5,10.5,0,367.5,0.0,0.0,0.0,0.0,0
869,0,3,male,,0,0,9.5,S,,,,9.5,9.5,0,,,,0.0,0.0,0
231,1,1,female,35.0,1,0,83.475,S,118.475,35.0,36.0,83.475,84.475,1,2921.625,0.0,35.0,0.0,83.475,0
406,0,2,male,34.0,1,0,21.0,S,55.0,34.0,35.0,21.0,22.0,1,714.0,0.0,34.0,0.0,21.0,0
555,1,3,female,22.0,0,0,7.775,S,29.775,22.0,22.0,7.775,7.775,0,171.05,0.0,0.0,0.0,0.0,0
384,1,1,female,35.0,1,0,52.0,S,87.0,35.0,36.0,52.0,53.0,1,1820.0,0.0,35.0,0.0,52.0,0
77,0,3,male,,0,0,7.8958,S,,,,7.8958,7.8958,0,,,,0.0,0.0,0
147,1,3,male,27.0,0,0,7.7958,S,34.7958,27.0,27.0,7.7958,7.7958,0,210.4866,0.0,0.0,0.0,0.0,0
58,0,3,male,28.5,0,0,7.2292,C,35.7292,28.5,28.5,7.2292,7.2292,0,206.0322,0.0,0.0,0.0,0.0,0
748,1,2,female,30.0,0,0,13.0,S,43.0,30.0,30.0,13.0,13.0,0,390.0,0.0,0.0,0.0,0.0,0
89,1,1,female,23.0,3,2,263.0,S,286.0,25.0,26.0,265.0,266.0,5,6049.0,46.0,69.0,526.0,789.0,6
181,0,3,female,,8,2,69.55,S,,,,71.55,77.55,10,,,,139.1,556.4,16
879,0,3,male,,0,0,7.8958,S,,,,7.8958,7.8958,0,,,,0.0,0.0,0
485,1,1,male,25.0,1,0,91.0792,C,116.0792,25.0,26.0,91.0792,92.0792,1,2276.98,0.0,25.0,0.0,91.0792,0
836,1,1,female,39.0,1,1,83.1583,C,122.1583,40.0,40.0,84.1583,84.1583,2,3243.1737,39.0,39.0,83.1583,83.1583,1
280,1,3,female,35.0,1,1,20.25,S,55.25,36.0,36.0,21.25,21.25,2,708.75,35.0,35.0,20.25,20.25,1
45,1,3,female,19.0,0,0,7.8792,Q,26.8792,19.0,19.0,7.8792,7.8792,0,149.7048,0.0,0.0,0.0,0.0,0
868,0,1,male,31.0,0,0,50.4958,S,81.4958,31.0,31.0,50.4958,50.4958,0,1565.3698000000002,0.0,0.0,0.0,0.0,0
585,0,3,male,,0,0,8.7125,C,,,,8.7125,8.7125,0,,,,0.0,0.0,0
830,1,1,female,62.0,0,0,80.0,,142.0,62.0,62.0,80.0,80.0,0,4960.0,0.0,0.0,0.0,0.0,0
541,1,1,female,36.0,0,2,71.0,S,107.0,38.0,36.0,73.0,71.0,2,2556.0,72.0,0.0,142.0,0.0,0
403,0,3,female,21.0,1,0,9.825,S,30.825,21.0,22.0,9.825,10.825,1,206.325,0.0,21.0,0.0,9.825,0
878,0,3,male,19.0,0,0,7.8958,S,26.8958,19.0,19.0,7.8958,7.8958,0,150.02020000000002,0.0,0.0,0.0,0.0,0
527,1,2,female,50.0,0,0,10.5,S,60.5,50.0,50.0,10.5,10.5,0,525.0,0.0,0.0,0.0,0.0,0
487,1,1,female,35.0,1,0,90.0,S,125.0,35.0,36.0,90.0,91.0,1,3150.0,0.0,35.0,0.0,90.0,0
553,0,3,male,,0,0,7.8292,Q,,,,7.8292,7.8292,0,,,,0.0,0.0,0
172,0,3,male,4.0,4,1,29.125,Q,33.125,5.0,8.0,30.125,33.125,5,116.5,4.0,16.0,29.125,116.5,4
32,1,1,female,,1,0,146.5208,C,,,,146.5208,147.5208,1,,,,0.0,146.5208,0
173,1,3,female,1.0,1,1,11.1333,S,12.1333,2.0,2.0,12.1333,12.1333,2,11.1333,1.0,1.0,11.1333,11.1333,1
790,0,1,male,46.0,0,0,79.2,C,125.2,46.0,46.0,79.2,79.2,0,3643.2000000000003,0.0,0.0,0.0,0.0,0
467,0,2,male,,0,0,0.0,S,,,,0.0,0.0,0,,,,0.0,0.0,0
372,0,3,male,18.0,1,0,6.4958,S,24.4958,18.0,19.0,6.4958,7.4958,1,116.9244,0.0,18.0,0.0,6.4958,0
685,0,2,male,60.0,1,1,39.0,S,99.0,61.0,61.0,40.0,40.0,2,2340.0,60.0,60.0,39.0,39.0,1
138,0,1,male,37.0,1,0,53.1,S,90.1,37.0,38.0,53.1,54.1,1,1964.7,0.0,37.0,0.0,53.1,0
360,1,3,female,,0,0,7.8792,Q,,,,7.8792,7.8792,0,,,,0.0,0.0,0
601,1,2,female,24.0,2,1,27.0,S,51.0,25.0,26.0,28.0,29.0,3,648.0,24.0,48.0,27.0,54.0,2
887,0,2,male,27.0,0,0,13.0,S,40.0,27.0,27.0,13.0,13.0,0,351.0,0.0,0.0,0.0,0.0,0
582,1,1,female,39.0,1,1,110.8833,C,149.88330000000002,40.0,40.0,111.8833,111.8833,2,4324.4487,39.0,39.0,110.8833,110.8833,1
802,1,2,female,31.0,1,1,26.25,S,57.25,32.0,32.0,27.25,27.25,2,813.75,31.0,31.0,26.25,26.25,1
628,1,1,female,21.0,0,0,77.9583,S,98.9583,21.0,21.0,77.9583,77.9583,0,1637.1243,0.0,0.0,0.0,0.0,0
4,1,1,female,35.0,1,0,53.1,S,88.1,35.0,36.0,53.1,54.1,1,1858.5,0.0,35.0,0.0,53.1,0
562,0,3,male,40.0,0,0,7.8958,S,47.8958,40.0,40.0,7.8958,7.8958,0,315.832,0.0,0.0,0.0,0.0,0
135,0,2,male,25.0,0,0,13.0,S,38.0,25.0,25.0,13.0,13.0,0,325.0,0.0,0.0,0.0,0.0,0
311,1,1,female,24.0,0,0,83.1583,C,107.1583,24.0,24.0,83.1583,83.1583,0,1995.7992,0.0,0.0,0.0,0.0,0
795,0,3,male,25.0,0,0,7.8958,S,32.8958,25.0,25.0,7.8958,7.8958,0,197.395,0.0,0.0,0.0,0.0,0
579,0,3,female,,1,0,14.4583,C,,,,14.4583,15.4583,1,,,,0.0,14.4583,0
100,0,2,male,34.0,1,0,26.0,S,60.0,34.0,35.0,26.0,27.0,1,884.0,0.0,34.0,0.0,26.0,0
574,1,3,female,,0,0,7.75,Q,,,,7.75,7.75,0,,,,0.0,0.0,0
229,0,2,male,18.0,0,0,13.0,S,31.0,18.0,18.0,13.0,13.0,0,234.0,0.0,0.0,0.0,0.0,0
195,1,1,female,44.0,0,0,27.7208,C,71.7208,44.0,44.0,27.7208,27.7208,0,1219.7152,0.0,0.0,0.0,0.0,0
767,0,1,male,,0,0,39.6,C,,,,39.6,39.6,0,,,,0.0,0.0,0
531,1,2,female,2.0,1,1,26.0,S,28.0,3.0,3.0,27.0,27.0,2,52.0,2.0,2.0,26.0,26.0,1
700,0,3,male,42.0,0,0,7.65,S,49.65,42.0,42.0,7.65,7.65,0,321.3,0.0,0.0,0.0,0.0,0
158,0,3,male,30.0,0,0,8.05,S,38.05,30.0,30.0,8.05,8.05,0,241.50000000000003,0.0,0.0,0.0,0.0,0
15,0,3,female,14.0,0,0,7.8542,S,21.8542,14.0,14.0,7.8542,7.8542,0,109.9588,0.0,0.0,0.0,0.0,0
452,0,3,male,,1,0,19.9667,S,,,,19.9667,20.9667,1,,,,0.0,19.9667,0
